source_country,destination_country,gsv
United States of America,Georgia,6
United States of America,Hong Kong,5
United States of America,Ukraine,5
United States of America,Myanmar,4
United States of America,Israel,4
United States of America,Japan,3
United States of America,Ecuador,3
United States of America,Azerbaijan,2
United States of America,Brunei Darussalam,2
United States of America,Niger,2
United States of America,Chile,1
United States of America,Costa Rica,1
United States of America,Russian Federation,0
Uruguay,Spain,1447982
Uruguay,Italy,109639
Uruguay,Germany,89361
Uruguay,India,87202
Uruguay,Portugal,54407
Uruguay,France,48967
Uruguay,Belgium,39551
Uruguay,Netherlands,32603
Uruguay,Austria,13562
Uruguay,Lithuania,11666
Uruguay,Viet Nam,8310
Uruguay,Uganda,5792
Uruguay,Tanzania,3887
Uruguay,Finland,3801
Uruguay,United Kingdom,3181
Uruguay,Ghana,1714
Uruguay,Kenya,433
Uruguay,Luxembourg,279
Uruguay,Estonia,145
Uruguay,Ireland,92
Uruguay,Benin,15
Uruguay,Malaysia,7
Uruguay,Canada,5
Uruguay,Rwanda,5
Uruguay,Cameroon,4
Uruguay,Sierra Leone,4
Uruguay,Ethiopia,4
Uruguay,Senegal,3
Uruguay,South Africa,3
Uruguay,Guinea,3
Uruguay,Pakistan,3
Uruguay,United Arab Emirates,3
Uruguay,Turkey,3
Uruguay,Botswana,2
Uruguay,Mali,2
Uruguay,Bangladesh,2
Uruguay,Indonesia,2
Uruguay,Liberia,2
Uruguay,Nepal,2
Uruguay,Philippines,2
Uruguay,Burkina Faso,2
Uruguay,Zambia,1
Uruguay,C̫te d'Ivoire,1
Uruguay,Togo,1
Uruguay,Thailand,1
Uruguay,Sri Lanka,1
Uruguay,Cambodia,1
Uruguay,United States of America,1
Uruguay,Burundi,1
Uruguay,"Korea, Republic of",1
Uruguay,Guinea-Bissau,1
Uruguay,Gabon,1
Uruguay,Madagascar,1
Uzbekistan,India,725279
Uzbekistan,Kenya,421997
Uzbekistan,Viet Nam,303231
Uzbekistan,Benin,165429
Uzbekistan,Germany,128977
Uzbekistan,Italy,72382
Uzbekistan,Indonesia,63454
Uzbekistan,Netherlands,26475
Uzbekistan,Lithuania,22430
Uzbekistan,Spain,15762
Uzbekistan,France,14705
Uzbekistan,C̫te d'Ivoire,13689
Uzbekistan,Colombia,13199
Uzbekistan,Latvia,11046
Uzbekistan,Cameroon,9764
Uzbekistan,Uganda,5961
Uzbekistan,Austria,4721
Uzbekistan,Belgium,2882
Uzbekistan,Bangladesh,860
Uzbekistan,Portugal,160
Uzbekistan,Estonia,117
Uzbekistan,Togo,73
Vanuatu,India,6106
Vanuatu,Belgium,4123
Vanuatu,France,2406
Viet Nam,Viet Nam,153111539
Viet Nam,Kenya,48044
Viet Nam,Uganda,43583
Viet Nam,India,33851
Viet Nam,Singapore,19900
Viet Nam,Australia,8776
Viet Nam,Ghana,6353
Viet Nam,Tanzania,497
Viet Nam,United States of America,6
Viet Nam,Hong Kong,1
Viet Nam,"Korea, Republic of",1
Virgin Islands (British),Kenya,87693
Virgin Islands (British),Viet Nam,55023
Virgin Islands (British),Philippines,28928
Virgin Islands (British),Ghana,27719
Virgin Islands (British),Tanzania,22896
Virgin Islands (British),France,14689
Virgin Islands (British),India,13355
Virgin Islands (British),Germany,1835
Virgin Islands (British),Uganda,1022
Virgin Islands (British),Spain,818
Virgin Islands (British),Belgium,249
Virgin Islands (U.S.),Philippines,9206
Virgin Islands (U.S.),Guadeloupe,1602
Yemen,Germany,195
Yemen,Malaysia,1
Yemen,India,1
Zambia,Philippines,708664
Zambia,Ghana,147786
Zambia,Kenya,87643
Zambia,South Africa,69158
Zambia,Netherlands,56097
Zambia,India,48986
Zambia,Tanzania,46794
Zambia,C̫te d'Ivoire,39631
Zambia,Thailand,24777
Zambia,Portugal,17654
Zambia,Viet Nam,15115
Zambia,Benin,14849
Zambia,Finland,14552
Zambia,Uganda,7152
Zambia,Mozambique,6255
Zambia,France,6236
Zambia,Malaysia,5737
Zambia,Germany,5262
Zambia,Lithuania,3169
Zambia,Belgium,3147
Zambia,Zimbabwe,2320
Zambia,Egypt,2000
Zambia,Spain,1984
Zambia,Zambia,1425
Zambia,"Congo, Democratic Republic of the",1291
Zambia,Italy,1214
Zambia,Austria,939
Zambia,Malawi,878
Zambia,Cameroon,631
Zambia,Sierra Leone,476
Zambia,Mali,122
Zimbabwe,India,22701
Zimbabwe,South Africa,17959
Zimbabwe,Netherlands,13910
Zimbabwe,Germany,13752
Zimbabwe,Egypt,2704
Zimbabwe,C̫te d'Ivoire,2297
Zimbabwe,Portugal,1615
Zimbabwe,Mozambique,1048
Zimbabwe,Belgium,1018
Zimbabwe,Ghana,885
Zimbabwe,Pakistan,657
Zimbabwe,Uganda,620
Zimbabwe,"Congo, Democratic Republic of the",608
Zimbabwe,Italy,441
Zimbabwe,Lithuania,190
Zimbabwe,Tanzania,157
Zimbabwe,Spain,135
Zimbabwe,Kenya,134
Zimbabwe,France,29
